"Gene","Non.unique.Gene.name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"group_69526","","hypothetical protein",65,0,1059,149,5.78291814946619,100,Inf,0.000479190158490085,1,0.000431681823727434,2,2,0,0.5,0.5,0.0198019801980198
"group_107478","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_2419","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_4114","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_111698","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0198019801980198
"group_111842","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0297029702970297
"group_6256","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0495049504950495
"group_12407","pknD_2","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_41465","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0495049504950495
"group_5011--group_6976","czcA_3--thyX","Cobalt-zinc-cadmium resistance protein CzcA--Flavin-dependent thymidylate synthase",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,4,4,0,0.125,0.125,0.0198019801980198
"group_41632","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0198019801980198
"group_15437","dapE","Succinyl-diaminopimelate desuccinylase",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_28051","htpX","Protease HtpX",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0396039603960396
"group_46776","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0099009900990099
"group_17212","cas3","Putative CRISPR-associated nuclease/helicase Cas3",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0099009900990099
"group_29879","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,4,4,0,0.125,0.125,0.0198019801980198
"group_18188","cstA","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_47420","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0495049504950495
"group_8238","gyrA","DNA gyrase subunit A",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,3,3,0,0.25,0.25,0.0099009900990099
"group_18956","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0198019801980198
"group_54710","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0495049504950495
"group_8490","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0198019801980198
"group_3219","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0198019801980198
"group_9353","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_36196","glpT","Glycerol-3-phosphate transporter",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0099009900990099
"group_20882","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,2,2,0,0.5,0.5,0.0099009900990099
"group_55597","","hypothetical protein",66,0,1058,149,5.87188612099644,100,Inf,0.000504598348803098,1,0.000454018260437591,1,1,0,1,1,0.0198019801980198
"group_13971","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0297029702970297
"group_3502","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0198019801980198
"group_4505","menE_2","2-succinylbenzoate--CoA ligase",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_68979","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0198019801980198
"group_14745","creD","Inner membrane protein CreD",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_26224","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_35324","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_46051","mshA_1","D-inositol-3-phosphate glycosyltransferase",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_69397","rmlD_2","dTDP-4-dehydrorhamnose reductase",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0396039603960396
"group_10779","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_15108","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_36585","acm","Lysozyme M1",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_47101","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0396039603960396
"group_55082","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_15549","menH_3","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0198019801980198
"group_37250","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_47294","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_15732","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_47462","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0396039603960396
"group_7627","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0198019801980198
"group_17157","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_27031","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0495049504950495
"group_111825","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_18198","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_27034","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_38522","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_58403","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0198019801980198
"group_115112","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_18360","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_28133","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_38794","pknD_2","Serine/threonine-protein kinase PknD",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_5854","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0198019801980198
"group_8896","frdB","Fumarate reductase iron-sulfur subunit",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_18561","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_38810","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_51591","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_61898","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0198019801980198
"group_9069","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0495049504950495
"group_13558","ybcI","Inner membrane protein YbcI",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_21550","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_51595","cheR_2","Chemotaxis protein methyltransferase",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_9588","yjbI","Group 2 truncated hemoglobin YjbI",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0198019801980198
"group_13560","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_31756","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0297029702970297
"group_51626","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"dpgD","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_9604","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_1357","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,1,1,0,1,1,0.0099009900990099
"group_68385","","hypothetical protein",60,0,1064,149,5.33807829181495,100,Inf,0.000733192396887145,1,0.000658225813675556,2,2,0,0.5,0.5,0.0099009900990099
"group_10953","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0495049504950495
"group_151691","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0495049504950495
"group_28200","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0396039603960396
"group_44868","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0297029702970297
"group_61911","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0495049504950495
"group_151600--group_27041--group_44594--group_84269","------","hypothetical protein--hypothetical protein--hypothetical protein--hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0396039603960396
"group_111355","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"group_15441","dapE","Succinyl-diaminopimelate desuccinylase",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0495049504950495
"group_29274","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_4060","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"group_61919","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_84338","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_1624","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"group_30495","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_40621","metF","5,10-methylenetetrahydrofolate reductase",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_61925","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_16522","nqo9","NADH-quinone oxidoreductase subunit 9",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0297029702970297
"group_323","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,3,3,0,0.25,0.25,0.0099009900990099
"group_51564","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0297029702970297
"group_62186","mshA_1","D-inositol-3-phosphate glycosyltransferase",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0396039603960396
"group_84596","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0198019801980198
"group_13082","kamA_1","L-lysine 2,3-aminomutase",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,3,3,0,0.25,0.25,0.0099009900990099
"group_16894","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"nicB","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,3,3,0,0.25,0.25,0.0099009900990099
"group_51576","cph2","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_151932--group_44150--group_84624","----","hypothetical protein--hypothetical protein--hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0396039603960396
"group_1363","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"group_18840","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0297029702970297
"group_32867","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_51640","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0297029702970297
"group_5181","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"group_43121","rluC","Ribosomal large subunit pseudouridine synthase C",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0198019801980198
"group_52706","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0198019801980198
"group_6436","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,4,4,0,0.125,0.125,0.0198019801980198
"group_14151","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_22471","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0099009900990099
"group_34195","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,2,2,0,0.5,0.5,0.0495049504950495
"group_436","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0099009900990099
"group_14236","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0198019801980198
"group_35306","","hypothetical protein",61,0,1063,149,5.4270462633452,100,Inf,0.00073992190200302,1,0.000661171067068654,1,1,0,1,1,0.0297029702970297
